Mundial,link,Posicion,Jugador,Goles,Partidos,Promedio de Gol,Selección
Mundial 1958,/jugadores/zdenek_zikan.php,12,Zdenek Zikan,4 ,3,1.33,Checoslovaquia
Mundial 1958,/jugadores/omar_oreste_corbatta.php,14,Omar Oreste Corbatta,3 ,3,1.00,Argentina
Mundial 1958,/jugadores/raymond_kopa.php,15,Raymond Kopa,3 ,6,0.50,Francia
Mundial 1958,/jugadores/roger_piantoni.php,16,Roger Piantoni,3 ,5,0.60,Francia
Mundial 1958,/jugadores/hans_schaefer.php,17,Hans Schaefer,3 ,6,0.50,AlemaniaOccidental
Mundial 1958,/jugadores/toza_veselinovic.php,18,Toza Veselinovic,3 ,4,0.75,Yugoslavia
Mundial 1958,/jugadores/juan_aguero.php,20,Juan Aguero,2 ,3,0.67,Paraguay
Mundial 1958,/jugadores/ivor_allchurch.php,21,Ivor Allchurch,2 ,5,0.40,Gales
Mundial 1958,/jugadores/jose_altafini.php,22,Jose Altafini,2 ,3,0.67,Brasil
Mundial 1958,/jugadores/florencio_amarilla.php,23,Florencio Amarilla,2 ,3,0.67,Paraguay
Mundial 1958,/jugadores/milan_dvorak.php,24,Milan Dvorak,2 ,4,0.50,Checoslovaquia
Mundial 1958,/jugadores/vaclav_hovorka.php,25,Vaclav Hovorka,2 ,3,0.67,Checoslovaquia
Mundial 1958,/jugadores/anatoli_ilyin.php,26,Anatoli Ilyin,2 ,5,0.40,URSS
Mundial 1958,/jugadores/derek_kevan.php,27,Derek Kevan,2 ,4,0.50,Inglaterra
Mundial 1958,/jugadores/nils_liedholm.php,28,Nils Liedholm,2 ,5,0.40,Suecia
Mundial 1958,/jugadores/jose_parodi.php,29,Jose Parodi,2 ,3,0.67,Paraguay
Mundial 1958,/jugadores/aleksandar_petakovic.php,30,Aleksandar Petakovic,2 ,4,0.50,Yugoslavia
Mundial 1958,/jugadores/jorge_romero.php,31,Jorge Romero,2 ,3,0.67,Paraguay
Mundial 1958,/jugadores/uwe_seeler.php,32,Uwe Seeler,2 ,5,0.40,AlemaniaOccidental
Mundial 1958,/jugadores/maryan_wisnieski.php,33,Maryan Wisnieski,2 ,6,0.33,Francia
Mundial 1958,/jugadores/ludovico_avio.php,35,Ludovico Avio,1 ,2,0.50,Argentina
Mundial 1958,/jugadores/sammy_baird.php,36,Sammy Baird,1 ,1,1.00,Escocia
Mundial 1958,/jugadores/jaime_belmonte.php,37,Jaime Belmonte,1 ,2,0.50,Mexico
Mundial 1958,/jugadores/jozsef_bencsis.php,38,Jozsef Bencsis,1 ,2,0.50,Hungria
Mundial 1958,/jugadores/jozsef_bozsik.php,39,Jozsef Bozsik,1 ,3,0.33,Hungria
Mundial 1958,/jugadores/john_charles.php,40,John Charles,1 ,4,0.25,Gales
Mundial 1958,/jugadores/hans_ciesclarczyk.php,41,Hans Ciesclarczyk,1 ,2,0.50,AlemaniaOccidental
Mundial 1958,/jugadores/bobby_collins.php,42,Bobby Collins,1 ,3,0.33,Escocia
Mundial 1958,/jugadores/wilbur_cush.php,43,Wilbur Cush,1 ,5,0.20,IrlandadelNorte
Mundial 1958,/jugadores/didi.php,44,Didi,1 ,6,0.17,Brasil
Mundial 1958,/jugadores/yvon_douis.php,45,Yvon Douis,1 ,1,1.00,Francia
Mundial 1958,/jugadores/jiri_feureisl.php,46,Jiri Feureisl,1 ,3,0.33,Checoslovaquia
Mundial 1958,/jugadores/tom_finney.php,47,Tom Finney,1 ,1,1.00,Inglaterra
Mundial 1958,/jugadores/gunnar_gren.php,48,Gunnar Gren,1 ,5,0.20,Suecia
Mundial 1958,/jugadores/john_haynes.php,49,John Haynes,1 ,4,0.25,Inglaterra
Mundial 1958,/jugadores/aleksandr_ivanov.php,50,Aleksandr Ivanov,1 ,4,0.25,URSS
Mundial 1958,/jugadores/valentin_ivanov.php,51,Valentin Ivanov,1 ,5,0.20,URSS
Mundial 1958,/jugadores/alfred_koerner.php,52,Alfred Koerner,1 ,3,0.33,Austria
Mundial 1958,/jugadores/karl_koller.php,53,Karl Koller,1 ,3,0.33,Austria
Mundial 1958,/jugadores/terry_medwin.php,54,Terry Medwin,1 ,4,0.25,Gales
Mundial 1958,/jugadores/norberto_menendez.php,55,Norberto Menendez,1 ,3,0.33,Argentina
Mundial 1958,/jugadores/jackie_mudie.php,56,Jackie Mudie,1 ,3,0.33,Escocia
Mundial 1958,/jugadores/jimmy_murray.php,57,Jimmy Murray,1 ,2,0.50,Escocia
Mundial 1958,/jugadores/nilton_santos.php,58,Nilton Santos,1 ,6,0.17,Brasil
Mundial 1958,/jugadores/radivoje_ognjanovic.php,59,Radivoje Ognjanovic,1 ,2,0.50,Yugoslavia
Mundial 1958,/jugadores/zdravko_rajkov.php,60,Zdravko Rajkov,1 ,4,0.25,Yugoslavia
Mundial 1958,/jugadores/cayetano_re.php,61,Cayetano Re,1 ,3,0.33,Paraguay
Mundial 1958,/jugadores/karoly_sandor.php,62,Karoly Sandor,1 ,3,0.33,Hungria
Mundial 1958,/jugadores/nikita_simonyan.php,63,Nikita Simonyan,1 ,5,0.20,URSS
Mundial 1958,/jugadores/lennart_skoglund.php,64,Lennart Skoglund,1 ,6,0.17,Suecia
Mundial 1958,/jugadores/jean_vincent.php,65,Jean Vincent,1 ,6,0.17,Francia
Mundial 1958,/jugadores/zagallo.php,66,Zagallo,1 ,6,0.17,Brasil
Mundial 1954,/jugadores/sandor_kocsis.php,1,Sandor Kocsis,11 ,5,2.20,Hungria
Mundial 1954,/jugadores/sepp_huegi.php,3,Sepp Huegi,6 ,3,2.00,Suiza
Mundial 1954,/jugadores/max_morlock.php,4,Max Morlock,6 ,5,1.20,AlemaniaOccidental
Mundial 1954,/jugadores/erich_probst.php,5,Erich Probst,6 ,5,1.20,Austria
Mundial 1954,/jugadores/robert_ballaman.php,7,Robert Ballaman,4 ,4,1.00,Suiza
Mundial 1954,/jugadores/carlos_borges.php,8,Carlos Borges,4 ,5,0.80,Uruguay
Mundial 1954,/jugadores/nandor_hidegkuti.php,9,Nandor Hidegkuti,4 ,4,1.00,Hungria
Mundial 1954,/jugadores/ferenc_puskas.php,10,Ferenc Puskas,4 ,3,1.33,Hungria
Mundial 1954,/jugadores/helmut_rahn.php,11,Helmut Rahn,4 ,4,1.00,AlemaniaOccidental
Mundial 1954,/jugadores/hans_schaefer.php,12,Hans Schaefer,4 ,5,0.80,AlemaniaOccidental
Mundial 1954,/jugadores/ottmar_walter.php,13,Ottmar Walter,4 ,5,0.80,AlemaniaOccidental
Mundial 1954,/jugadores/leopold_anoul.php,15,Leopold Anoul,3 ,2,1.50,Belgica
Mundial 1954,/jugadores/sargun_burhan.php,16,Sargun Burhan,3 ,2,1.50,Turquia
Mundial 1954,/jugadores/zoltan_czibor.php,17,Zoltan Czibor,3 ,5,0.60,Hungria
Mundial 1954,/jugadores/juan_hohberg.php,18,Juan Hohberg,3 ,2,1.50,Uruguay
Mundial 1954,/jugadores/nat_lofthouse.php,19,Nat Lofthouse,3 ,2,1.50,Inglaterra
Mundial 1954,/jugadores/oscar_miguez.php,20,Oscar Miguez,3 ,3,1.00,Uruguay
Mundial 1954,/jugadores/ernst_stojaspal.php,21,Ernst Stojaspal,3 ,4,0.75,Austria
Mundial 1954,/jugadores/mamat_suat.php,22,Mamat Suat,3 ,2,1.50,Turquia
Mundial 1954,/jugadores/theodor_wagner.php,23,Theodor Wagner,3 ,4,0.75,Austria
Mundial 1954,/jugadores/fritz_walter.php,24,Fritz Walter,3 ,6,0.50,AlemaniaOccidental
Mundial 1954,/jugadores/julio_abbadie.php,26,Julio Abbadie,2 ,4,0.50,Uruguay
Mundial 1954,/jugadores/ivor_broadis.php,27,Ivor Broadis,2 ,3,0.67,Inglaterra
Mundial 1954,/jugadores/didi.php,28,Didi,2 ,3,0.67,Brasil
Mundial 1954,/jugadores/julinho.php,29,Julinho,2 ,3,0.67,Brasil
Mundial 1954,/jugadores/robert_koerner.php,30,Robert Koerner,2 ,5,0.40,Austria
Mundial 1954,/jugadores/lefter_kucukandonyadis.php,31,Lefter Kucukandonyadis,2 ,3,0.67,Turquia
Mundial 1954,/jugadores/mihaly_lantos.php,32,Mihaly Lantos,2 ,5,0.40,Hungria
Mundial 1954,/jugadores/ernst_ocwirk.php,33,Ernst Ocwirk,2 ,5,0.40,Austria
Mundial 1954,/jugadores/peter_palotas.php,34,Peter Palotas,2 ,2,1.00,Hungria
Mundial 1954,/jugadores/pinga.php,35,Pinga,2 ,2,1.00,Brasil
Mundial 1954,/jugadores/juan_schiaffino.php,36,Juan Schiaffino,2 ,5,0.40,Uruguay
Mundial 1954,/jugadores/javier_ambrois.php,38,Javier Ambrois,1 ,4,0.25,Uruguay
Mundial 1954,/jugadores/tomas_balcazar.php,39,Tomas Balcazar,1 ,2,0.50,Mexico
Mundial 1954,/jugadores/baltazar.php,40,Baltazar,1 ,2,0.50,Brasil
Mundial 1954,/jugadores/giampiero_boniperti.php,41,Giampiero Boniperti,1 ,1,1.00,Italia
Mundial 1954,/jugadores/rik_coppens.php,42,Rik Coppens,1 ,2,0.50,Belgica
Mundial 1954,/jugadores/djalma_santos.php,43,Djalma Santos,1 ,3,0.33,Brasil
Mundial 1954,/jugadores/mustafa_erton.php,44,Mustafa Erton,1 ,3,0.33,Turquia
Mundial 1954,/jugadores/jackie_fatton.php,45,Jackie Fatton,1 ,4,0.25,Suiza
Mundial 1954,/jugadores/tom_finney.php,46,Tom Finney,1 ,3,0.33,Inglaterra
Mundial 1954,/jugadores/amleto_frignani.php,47,Amleto Frignani,1 ,2,0.50,Italia
Mundial 1954,/jugadores/carlo_galli.php,48,Carlo Galli,1 ,2,0.50,Italia
Mundial 1954,/jugadores/richard_herrmann.php,49,Richard Herrmann,1 ,1,1.00,AlemaniaOccidental
Mundial 1954,/jugadores/erol_keskin.php,50,Erol Keskin,1 ,3,0.33,Turquia
Mundial 1954,/jugadores/berni_klodt.php,51,Berni Klodt,1 ,2,0.50,AlemaniaOccidental
Mundial 1954,/jugadores/raymond_kopa.php,52,Raymond Kopa,1 ,2,0.50,Francia
Mundial 1954,/jugadores/jose_lamadrid.php,53,Jose Lamadrid,1 ,2,0.50,Mexico
Mundial 1954,/jugadores/benito_lorenzi.php,54,Benito Lorenzi,1 ,3,0.33,Italia
Mundial 1954,/jugadores/milos_milutinovic.php,55,Milos Milutinovic,1 ,3,0.33,Yugoslavia
Mundial 1954,/jugadores/jimmy_mullen.php,56,Jimmy Mullen,1 ,1,1.00,Inglaterra
Mundial 1954,/jugadores/fulvio_nesti.php,57,Fulvio Nesti,1 ,3,0.33,Italia
Mundial 1954,/jugadores/egisto_pandolfini.php,58,Egisto Pandolfini,1 ,3,0.33,Italia
Mundial 1954,/jugadores/alfred_pfaff.php,59,Alfred Pfaff,1 ,1,1.00,AlemaniaOccidental
Mundial 1954,/jugadores/jozsef_toth.php,60,Jozsef Toth,1 ,2,0.50,Hungria
Mundial 1954,/jugadores/obdulio_varela.php,61,Obdulio Varela,1 ,3,0.33,Uruguay
Mundial 1954,/jugadores/jean_vincent.php,62,Jean Vincent,1 ,2,0.50,Francia
Mundial 1954,/jugadores/dennis_wilshaw.php,63,Dennis Wilshaw,1 ,2,0.50,Inglaterra
Mundial 1954,/jugadores/branko_zebec.php,64,Branko Zebec,1 ,3,0.33,Yugoslavia
Mundial 1950,/jugadores/ademir.php,1,Ademir,8 ,6,1.33,Brasil
Mundial 1950,/jugadores/oscar_miguez.php,3,Oscar Miguez,5 ,4,1.25,Uruguay
Mundial 1950,/jugadores/estanislao_basora.php,5,Estanislao Basora,4 ,6,0.67,España
Mundial 1950,/jugadores/chico.php,6,Chico,4 ,4,1.00,Brasil
Mundial 1950,/jugadores/alcides_ghiggia.php,7,Alcides Ghiggia,4 ,4,1.00,Uruguay
Mundial 1950,/jugadores/zarra.php,8,Zarra,4 ,6,0.67,España
Mundial 1950,/jugadores/karl_erik_palmer.php,10,Karl-Erik Palmer,3 ,5,0.60,Suecia
Mundial 1950,/jugadores/juan_schiaffino.php,11,Juan Schiaffino,3 ,4,0.75,Uruguay
Mundial 1950,/jugadores/stig_sundqvist.php,12,Stig Sundqvist,3 ,5,0.60,Suecia
Mundial 1950,/jugadores/sune_andersson.php,14,Sune Andersson,2 ,5,0.40,Suecia
Mundial 1950,/jugadores/baltazar.php,15,Baltazar,2 ,2,1.00,Brasil
Mundial 1950,/jugadores/zeljko_cajkovski.php,16,Zeljko Cajkovski,2 ,3,0.67,Yugoslavia
Mundial 1950,/jugadores/riccardo_carapellese.php,17,Riccardo Carapellese,2 ,2,1.00,Italia
Mundial 1950,/jugadores/atilio_cremaschi.php,18,Atilio Cremaschi,2 ,3,0.67,Chile
Mundial 1950,/jugadores/jackie_fatton.php,19,Jackie Fatton,2 ,3,0.67,Suiza
Mundial 1950,/jugadores/silvestre_igoa.php,20,Silvestre Igoa,2 ,5,0.40,España
Mundial 1950,/jugadores/jair.php,21,Jair,2 ,5,0.40,Brasil
Mundial 1950,/jugadores/hans_jeppsson.php,22,Hans Jeppsson,2 ,4,0.50,Suecia
Mundial 1950,/jugadores/kosta_tomasevic.php,23,Kosta Tomasevic,2 ,3,0.67,Yugoslavia
Mundial 1950,/jugadores/zizinho.php,24,Zizinho,2 ,4,0.50,Brasil
Mundial 1950,/jugadores/alfredo_ii.php,26,Alfredo Ii,1 ,1,1.00,Brasil
Mundial 1950,/jugadores/kiki_antenen.php,27,Kiki Antenen,1 ,2,0.50,Suiza
Mundial 1950,/jugadores/rene_bader.php,28,Rene Bader,1 ,3,0.33,Suiza
Mundial 1950,/jugadores/stjepan_bobek.php,29,Stjepan Bobek,1 ,3,0.33,Yugoslavia
Mundial 1950,/jugadores/horacio_casarin.php,30,Horacio Casarin,1 ,3,0.33,Mexico
Mundial 1950,/jugadores/friaca.php,31,Friaca,1 ,4,0.25,Brasil
Mundial 1950,/jugadores/joe_gaetjens.php,32,Joe Gaetjens,1 ,3,0.33,EstadosUnidos
Mundial 1950,/jugadores/atilio_lopez.php,33,Atilio Lopez,1 ,2,0.50,Paraguay
Mundial 1950,/jugadores/cesar_lopez_fretes.php,34,Cesar Lopez Fretes,1 ,2,0.50,Paraguay
Mundial 1950,/jugadores/joe_maca.php,35,Joe Maca,1 ,3,0.33,EstadosUnidos
Mundial 1950,/jugadores/maneca.php,36,Maneca,1 ,4,0.25,Brasil
Mundial 1950,/jugadores/wilf_mannion.php,37,Wilf Mannion,1 ,2,0.50,Inglaterra
Mundial 1950,/jugadores/bror_mellberg.php,38,Bror Mellberg,1 ,2,0.50,Suecia
Mundial 1950,/jugadores/rajko_mitic.php,39,Rajko Mitic,1 ,3,0.33,Yugoslavia
Mundial 1950,/jugadores/stan_mortensen.php,40,Stan Mortensen,1 ,3,0.33,Inglaterra
Mundial 1950,/jugadores/ermes_muccinelli.php,41,Ermes Muccinelli,1 ,2,0.50,Italia
Mundial 1950,/jugadores/tihomir_ognjanov.php,42,Tihomir Ognjanov,1 ,1,1.00,Yugoslavia
Mundial 1950,/jugadores/hector_ortiz.php,43,Hector Ortiz,1 ,3,0.33,Mexico
Mundial 1950,/jugadores/egisto_pandolfini.php,44,Egisto Pandolfini,1 ,1,1.00,Italia
Mundial 1950,/jugadores/gino_pariani.php,45,Gino Pariani,1 ,3,0.33,EstadosUnidos
Mundial 1950,/jugadores/julio_perez.php,46,Julio Perez,1 ,4,0.25,Uruguay
Mundial 1950,/jugadores/andres_prieto.php,47,Andres Prieto,1 ,2,0.50,Chile
Mundial 1950,/jugadores/fernando_riera.php,48,Fernando Riera,1 ,1,1.00,Chile
Mundial 1950,/jugadores/jorge_robledo.php,49,Jorge Robledo,1 ,3,0.33,Chile
Mundial 1950,/jugadores/obdulio_varela.php,50,Obdulio Varela,1 ,4,0.25,Uruguay
Mundial 1950,/jugadores/ernesto_vidal.php,51,Ernesto Vidal,1 ,3,0.33,Uruguay
Mundial 1950,/jugadores/frank_wallace.php,52,Frank Wallace,1 ,3,0.33,EstadosUnidos
Mundial 1938,/jugadores/leonidas.php,1,Leonidas,7 ,4,1.75,Brasil
Mundial 1938,/jugadores/silvio_piola.php,3,Silvio Piola,5 ,4,1.25,Italia
Mundial 1938,/jugadores/gyorgy_sarosi.php,4,Gyorgy Sarosi,5 ,4,1.25,Hungria
Mundial 1938,/jugadores/gyula_zsengeller.php,5,Gyula Zsengeller,5 ,4,1.25,Hungria
Mundial 1938,/jugadores/gino_colaussi.php,7,Gino Colaussi,4 ,3,1.33,Italia
Mundial 1938,/jugadores/ernest_wilimowski.php,8,Ernest Wilimowski,4 ,1,4.00,Polonia
Mundial 1938,/jugadores/andre_abegglen.php,10,Andre Abegglen,3 ,3,1.00,Suiza
Mundial 1938,/jugadores/tore_keller.php,11,Tore Keller,3 ,2,1.50,Suecia
Mundial 1938,/jugadores/arne_nyberg.php,12,Arne Nyberg,3 ,3,1.00,Suecia
Mundial 1938,/jugadores/peracio.php,13,Peracio,3 ,4,0.75,Brasil
Mundial 1938,/jugadores/romeu.php,14,Romeu,3 ,4,0.75,Brasil
Mundial 1938,/jugadores/hector_socorro.php,15,Hector Socorro,3 ,3,1.00,Cuba
Mundial 1938,/jugadores/gustav_wetterstrom.php,16,Gustav Wetterstrom,3 ,2,1.50,Suecia
Mundial 1938,/jugadores/stefan_dobay.php,18,Stefan Dobay,2 ,2,1.00,Rumania
Mundial 1938,/jugadores/oldrich_nejedly.php,19,Oldrich Nejedly,2 ,2,1.00,Checoslovaquia
Mundial 1938,/jugadores/jean_nicolas.php,20,Jean Nicolas,2 ,2,1.00,Francia
Mundial 1938,/jugadores/harry_andersson.php,22,Harry Andersson,1 ,3,0.33,Suecia
Mundial 1938,/jugadores/iuliu_baratky.php,23,Iuliu Baratky,1 ,2,0.50,Rumania
Mundial 1938,/jugadores/fredy_bickel.php,24,Fredy Bickel,1 ,3,0.33,Suiza
Mundial 1938,/jugadores/silviu_bindea.php,25,Silviu Bindea,1 ,1,1.00,Rumania
Mundial 1938,/jugadores/arne_brustad.php,26,Arne Brustad,1 ,1,1.00,Noruega
Mundial 1938,/jugadores/tomas_fernandez.php,27,Tomas Fernandez,1 ,3,0.33,Cuba
Mundial 1938,/jugadores/pietro_ferraris.php,28,Pietro Ferraris,1 ,1,1.00,Italia
Mundial 1938,/jugadores/josef_gauchel.php,29,Josef Gauchel,1 ,1,1.00,Alemania
Mundial 1938,/jugadores/wilhelm_hahnemann.php,30,Wilhelm Hahnemann,1 ,2,0.50,Alemania
Mundial 1938,/jugadores/oscar_heisserer.php,31,Oscar Heisserer,1 ,2,0.50,Francia
Mundial 1938,/jugadores/henri_isemborghs.php,32,Henri Isemborghs,1 ,1,1.00,Belgica
Mundial 1938,/jugadores/sven_jonasson.php,33,Sven Jonasson,1 ,3,0.33,Suecia
Mundial 1938,/jugadores/vilmos_kohut.php,34,Vilmos Kohut,1 ,2,0.50,Hungria
Mundial 1938,/jugadores/vlastimil_kopecky.php,35,Vlastimil Kopecky,1 ,3,0.33,Checoslovaquia
Mundial 1938,/jugadores/josef_kostalek.php,36,Josef Kostalek,1 ,3,0.33,Checoslovaquia
Mundial 1938,/jugadores/jose_magrina.php,37,Jose Magrina,1 ,2,0.50,Cuba
Mundial 1938,/jugadores/giuseppe_meazza.php,38,Giuseppe Meazza,1 ,4,0.25,Italia
Mundial 1938,/jugadores/roberto_3.php,39,Roberto,1 ,2,0.50,Brasil
Mundial 1938,/jugadores/ferenc_sas.php,40,Ferenc Sas,1 ,4,0.25,Hungria
Mundial 1938,/jugadores/fryedryk_szerfke.php,41,Fryedryk Szerfke,1 ,1,1.00,Polonia
Mundial 1938,/jugadores/pal_titkos.php,42,Pal Titkos,1 ,2,0.50,Hungria
Mundial 1938,/jugadores/geza_toldi.php,43,Geza Toldi,1 ,2,0.50,Hungria
Mundial 1938,/jugadores/emile_veinante.php,44,Emile Veinante,1 ,2,0.50,Francia
Mundial 1938,/jugadores/eugen_walachek.php,45,Eugen Walachek,1 ,3,0.33,Suiza
Mundial 1938,/jugadores/josef_zeman.php,46,Josef Zeman,1 ,1,1.00,Checoslovaquia
Mundial 1934,/jugadores/oldrich_nejedly.php,1,Oldrich Nejedly,5 ,4,1.25,Checoslovaquia
Mundial 1934,/jugadores/edmund_conen.php,3,Edmund Conen,4 ,4,1.00,Alemania
Mundial 1934,/jugadores/angelo_schiavio.php,4,Angelo Schiavio,4 ,4,1.00,Italia
Mundial 1934,/jugadores/leopold_kielholz.php,6,Leopold Kielholz,3 ,2,1.50,Suiza
Mundial 1934,/jugadores/raimundo_orsi.php,7,Raimundo Orsi,3 ,5,0.60,Italia
Mundial 1934,/jugadores/abdulrahman_fawzi.php,9,Abdulrahman Fawzi,2 ,1,2.00,Egipto
Mundial 1934,/jugadores/giovanni_ferrari.php,10,Giovanni Ferrari,2 ,4,0.50,Italia
Mundial 1934,/jugadores/karl_hohmann.php,11,Karl Hohmann,2 ,2,1.00,Alemania
Mundial 1934,/jugadores/johann_horvath.php,12,Johann Horvath,2 ,2,1.00,Austria
Mundial 1934,/jugadores/iraragorri.php,13,Iraragorri,2 ,2,1.00,España
Mundial 1934,/jugadores/sven_jonasson.php,14,Sven Jonasson,2 ,2,1.00,Suecia
Mundial 1934,/jugadores/ernest_lehner.php,15,Ernest Lehner,2 ,4,0.50,Alemania
Mundial 1934,/jugadores/giuseppe_meazza.php,16,Giuseppe Meazza,2 ,5,0.40,Italia
Mundial 1934,/jugadores/antonin_puc.php,17,Antonin Puc,2 ,4,0.50,Checoslovaquia
Mundial 1934,/jugadores/frantisek_svoboda.php,18,Frantisek Svoboda,2 ,3,0.67,Checoslovaquia
Mundial 1934,/jugadores/geza_toldi.php,19,Geza Toldi,2 ,2,1.00,Hungria
Mundial 1934,/jugadores/bernard_voorhoof.php,20,Bernard Voorhoof,2 ,1,2.00,Belgica
Mundial 1934,/jugadores/andre_abegglen.php,22,Andre Abegglen,1 ,2,0.50,Suiza
Mundial 1934,/jugadores/ernesto_belis.php,23,Ernesto Belis,1 ,1,1.00,Argentina
Mundial 1934,/jugadores/josef_bican.php,24,Josef Bican,1 ,4,0.25,Austria
Mundial 1934,/jugadores/stefan_dobay.php,25,Stefan Dobay,1 ,1,1.00,Rumania
Mundial 1934,/jugadores/aldo_donelli.php,26,Aldo Donelli,1 ,1,1.00,EstadosUnidos
Mundial 1934,/jugadores/gosta_dunker.php,27,Gosta Dunker,1 ,2,0.50,Suecia
Mundial 1934,/jugadores/alberto_galateo.php,28,Alberto Galateo,1 ,1,1.00,Argentina
Mundial 1934,/jugadores/enrique_guaita.php,29,Enrique Guaita,1 ,4,0.25,Italia
Mundial 1934,/jugadores/willy_jaeggi.php,30,Willy Jaeggi,1 ,1,1.00,Suiza
Mundial 1934,/jugadores/stanislaus_kobierski.php,31,Stanislaus Kobierski,1 ,3,0.33,Alemania
Mundial 1934,/jugadores/knut_kroon.php,32,Knut Kroon,1 ,2,0.50,Suecia
Mundial 1934,/jugadores/isidro_langara.php,33,Isidro Langara,1 ,2,0.50,España
Mundial 1934,/jugadores/leonidas.php,34,Leonidas,1 ,1,1.00,Brasil
Mundial 1934,/jugadores/jean_nicolas.php,35,Jean Nicolas,1 ,1,1.00,Francia
Mundial 1934,/jugadores/rudolf_noack.php,36,Rudolf Noack,1 ,1,1.00,Alemania
Mundial 1934,/jugadores/luis_regueiro_2.php,37,Luis Regueiro,1 ,2,0.50,España
Mundial 1934,/jugadores/gyorgy_sarosi.php,38,Gyorgy Sarosi,1 ,1,1.00,Hungria
Mundial 1934,/jugadores/toni_schall.php,39,Toni Schall,1 ,2,0.50,Austria
Mundial 1934,/jugadores/karl_sesta.php,40,Karl Sesta,1 ,4,0.25,Austria
Mundial 1934,/jugadores/otto_siffling.php,41,Otto Siffling,1 ,4,0.25,Alemania
Mundial 1934,/jugadores/matthias_sindelar.php,42,Matthias Sindelar,1 ,3,0.33,Austria
Mundial 1934,/jugadores/kick_smit.php,43,Kick Smit,1 ,1,1.00,Holanda
Mundial 1934,/jugadores/pal_teleki.php,44,Pal Teleki,1 ,1,1.00,Hungria
Mundial 1934,/jugadores/leen_vente.php,45,Leen Vente,1 ,1,1.00,Holanda
Mundial 1934,/jugadores/georges_verriest.php,46,Georges Verriest,1 ,1,1.00,Francia
Mundial 1934,/jugadores/jeno_vincze.php,47,Jeno Vincze,1 ,1,1.00,Hungria
Mundial 1934,/jugadores/karl_zischek.php,48,Karl Zischek,1 ,4,0.25,Austria
Mundial 1930,/jugadores/guillermo_stabile.php,1,Guillermo Stabile,8 ,4,2.00,Argentina
Mundial 1930,/jugadores/pedro_cea.php,3,Pedro Cea,5 ,4,1.25,Uruguay
Mundial 1930,/jugadores/bert_patenaude.php,5,Bert Patenaude,4 ,3,1.33,EstadosUnidos
Mundial 1930,/jugadores/juan_anselmo.php,7,Juan Anselmo,3 ,2,1.50,Uruguay
Mundial 1930,/jugadores/ivica_bek.php,8,Ivica Bek,3 ,3,1.00,Yugoslavia
Mundial 1930,/jugadores/carlos_peucelle.php,9,Carlos Peucelle,3 ,4,0.75,Argentina
Mundial 1930,/jugadores/preguinho.php,10,Preguinho,3 ,2,1.50,Brasil
Mundial 1930,/jugadores/hector_castro.php,12,Hector Castro,2 ,2,1.00,Uruguay
Mundial 1930,/jugadores/pablo_dorado.php,13,Pablo Dorado,2 ,3,0.67,Uruguay
Mundial 1930,/jugadores/victoriano_iriarte.php,14,Victoriano Iriarte,2 ,4,0.50,Uruguay
Mundial 1930,/jugadores/andre_maschinot.php,15,Andre Maschinot,2 ,2,1.00,Francia
Mundial 1930,/jugadores/moderato.php,16,Moderato,2 ,1,2.00,Brasil
Mundial 1930,/jugadores/luis_monti.php,17,Luis Monti,2 ,4,0.50,Argentina
Mundial 1930,/jugadores/manuel_rosas.php,18,Manuel Rosas,2 ,3,0.67,Mexico
Mundial 1930,/jugadores/guillermo_subiabre.php,19,Guillermo Subiabre,2 ,3,0.67,Chile
Mundial 1930,/jugadores/carlos_vidal.php,20,Carlos Vidal,2 ,3,0.67,Chile
Mundial 1930,/jugadores/adolfo_zumelzu.php,21,Adolfo Zumelzu,2 ,1,2.00,Argentina
Mundial 1930,/jugadores/jim_brown.php,23,Jim Brown,1 ,3,0.33,EstadosUnidos
Mundial 1930,/jugadores/juan_carreno.php,24,Juan Carreno,1 ,3,0.33,Mexico
Mundial 1930,/jugadores/adalbert_desu.php,25,Adalbert Desu,1 ,2,0.50,Rumania
Mundial 1930,/jugadores/mario_evaristo.php,26,Mario Evaristo,1 ,4,0.25,Argentina
Mundial 1930,/jugadores/tom_florie.php,27,Tom Florie,1 ,3,0.33,EstadosUnidos
Mundial 1930,/jugadores/roberto_gayon.php,28,Roberto Gayon,1 ,2,0.50,Mexico
Mundial 1930,/jugadores/nicolae_kovacs.php,29,Nicolae Kovacs,1 ,2,0.50,Rumania
Mundial 1930,/jugadores/marcel_langiller.php,30,Marcel Langiller,1 ,3,0.33,Francia
Mundial 1930,/jugadores/lucien_laurent.php,31,Lucien Laurent,1 ,2,0.50,Francia
Mundial 1930,/jugadores/blagoje_marjanovic.php,32,Blagoje Marjanovic,1 ,3,0.33,Yugoslavia
Mundial 1930,/jugadores/bart_mcghee.php,33,Bart Mcghee,1 ,3,0.33,EstadosUnidos
Mundial 1930,/jugadores/hector_scarone.php,34,Hector Scarone,1 ,3,0.33,Uruguay
Mundial 1930,/jugadores/alejandro_scopelli.php,35,Alejandro Scopelli,1 ,1,1.00,Argentina
Mundial 1930,/jugadores/branislav_sekulic.php,36,Branislav Sekulic,1 ,2,0.50,Yugoslavia
Mundial 1930,/jugadores/luis_souza.php,37,Luis Souza,1 ,2,0.50,Peru
Mundial 1930,/jugadores/constantin_stanciu.php,38,Constantin Stanciu,1 ,1,1.00,Rumania
