Mundia,local,visitante,Link,Pais,Minuto,Sale,Entra
Mundial 2018,Rusia,ArabiaSaudita,https://www.losmundialesdefutbol.com/../partidos/2018_rusia_arabia_saudita.php,Rusia,Minuto24,Cheryshev_Denis,Dzagoev_Alan
Mundial 2018,Rusia,ArabiaSaudita,https://www.losmundialesdefutbol.com/../partidos/2018_rusia_arabia_saudita.php,Rusia,Minuto64,Kuzyayev_Daler,Samedov_Aleksandr
Mundial 2018,Rusia,ArabiaSaudita,https://www.losmundialesdefutbol.com/../partidos/2018_rusia_arabia_saudita.php,Rusia,Minuto70,Dzyuba_Artem,Smolov_Fyodor
Mundial 2018,Rusia,ArabiaSaudita,https://www.losmundialesdefutbol.com/../partidos/2018_rusia_arabia_saudita.php,ArabiaSaudita,Minuto64,Al-Muwallad_Fahad,Otayf_Abdullah
Mundial 2018,Rusia,ArabiaSaudita,https://www.losmundialesdefutbol.com/../partidos/2018_rusia_arabia_saudita.php,ArabiaSaudita,Minuto72,Bahebri_Hattan,Al-Shehri_Yahya
Mundial 2018,Rusia,ArabiaSaudita,https://www.losmundialesdefutbol.com/../partidos/2018_rusia_arabia_saudita.php,ArabiaSaudita,Minuto85,Assiri_Muhannad,Al-Sahlawi_Mohammad
Mundial 2018,Egipto,Uruguay,https://www.losmundialesdefutbol.com/../partidos/2018_egipto_uruguay.php,Egipto,Minuto50,Morsy_Sam,Hamed_Tarek
Mundial 2018,Egipto,Uruguay,https://www.losmundialesdefutbol.com/../partidos/2018_egipto_uruguay.php,Egipto,Minuto63,Kahraba_Mahmoud,Mohsen_Marwan
Mundial 2018,Egipto,Uruguay,https://www.losmundialesdefutbol.com/../partidos/2018_egipto_uruguay.php,Egipto,Minuto82,Sobhi_Ramadan,Warda_Amr
Mundial 2018,Egipto,Uruguay,https://www.losmundialesdefutbol.com/../partidos/2018_egipto_uruguay.php,Uruguay,Minuto58,Sánchez_Carlos,Nández_Nahitan
Mundial 2018,Egipto,Uruguay,https://www.losmundialesdefutbol.com/../partidos/2018_egipto_uruguay.php,Uruguay,Minuto59,Rodríguez_Cristian,De_Giorgian
Mundial 2018,Egipto,Uruguay,https://www.losmundialesdefutbol.com/../partidos/2018_egipto_uruguay.php,Uruguay,Minuto87,Torreira_Lucas,Vecino_Matías
Mundial 2018,Portugal,España,https://www.losmundialesdefutbol.com/../partidos/2018_portugal_espana.php,Portugal,Minuto68,Mário_João,Fernandes_Bruno
Mundial 2018,Portugal,España,https://www.losmundialesdefutbol.com/../partidos/2018_portugal_espana.php,Portugal,Minuto69,Quaresma_Ricardo,Silva_Bernardo
Mundial 2018,Portugal,España,https://www.losmundialesdefutbol.com/../partidos/2018_portugal_espana.php,Portugal,Minuto80,Silva_André,Guedes_Gonçalo
Mundial 2018,Portugal,España,https://www.losmundialesdefutbol.com/../partidos/2018_portugal_espana.php,España,Minuto70,Thiago,Iniesta_Andrés
Mundial 2018,Portugal,España,https://www.losmundialesdefutbol.com/../partidos/2018_portugal_espana.php,España,Minuto77,Aspas_Iago,Costa_Diego
Mundial 2018,Portugal,España,https://www.losmundialesdefutbol.com/../partidos/2018_portugal_espana.php,España,Minuto86,Vázquez_Lucas,Silva_David
Mundial 2018,Marruecos,Irán,https://www.losmundialesdefutbol.com/../partidos/2018_marruecos_iran.php,Marruecos,Minuto76,Amrabat_Sofyan,Amrabat_Nordin
Mundial 2018,Marruecos,Irán,https://www.losmundialesdefutbol.com/../partidos/2018_marruecos_iran.php,Marruecos,Minuto77,Bouhaddouz_Aziz,El_Ayoub
Mundial 2018,Marruecos,Irán,https://www.losmundialesdefutbol.com/../partidos/2018_marruecos_iran.php,Marruecos,Minuto82,da_Manuel,Harit_Amine
Mundial 2018,Marruecos,Irán,https://www.losmundialesdefutbol.com/../partidos/2018_marruecos_iran.php,Irán,Minuto68,Taremi_Mehdi,Shojaei_Masoud
Mundial 2018,Marruecos,Irán,https://www.losmundialesdefutbol.com/../partidos/2018_marruecos_iran.php,Irán,Minuto81,Hosseini_Majid,Ebrahimi_Omid
Mundial 2018,Marruecos,Irán,https://www.losmundialesdefutbol.com/../partidos/2018_marruecos_iran.php,Irán,Minuto85,Ghoddos_Saman,Jahanbakhsh_Alireza
Mundial 2018,Francia,Australia,https://www.losmundialesdefutbol.com/../partidos/2018_francia_australia.php,Francia,Minuto70,Fekir_Nabil,Dembélé_Ousmane
Mundial 2018,Francia,Australia,https://www.losmundialesdefutbol.com/../partidos/2018_francia_australia.php,Francia,Minuto70,Giroud_Olivier,Griezmann_Antoine
Mundial 2018,Francia,Australia,https://www.losmundialesdefutbol.com/../partidos/2018_francia_australia.php,Francia,Minuto78,Matuidi_Blaise,Tolisso_Corentin
Mundial 2018,Francia,Australia,https://www.losmundialesdefutbol.com/../partidos/2018_francia_australia.php,Australia,Minuto64,Juric_Tomi,Nabbout_Andrew
Mundial 2018,Francia,Australia,https://www.losmundialesdefutbol.com/../partidos/2018_francia_australia.php,Australia,Minuto72,Irvine_Jackson,Rogic_Tom
Mundial 2018,Francia,Australia,https://www.losmundialesdefutbol.com/../partidos/2018_francia_australia.php,Australia,Minuto84,Arzani_Daniel,Kruse_Robbie
Mundial 2018,Perú,Dinamarca,https://www.losmundialesdefutbol.com/../partidos/2018_peru_dinamarca.php,Perú,Minuto62,Guerrero_Paolo,Flores_Edison
Mundial 2018,Perú,Dinamarca,https://www.losmundialesdefutbol.com/../partidos/2018_peru_dinamarca.php,Perú,Minuto85,Ruidíaz_Raúl,Farfán_Jefferson
Mundial 2018,Perú,Dinamarca,https://www.losmundialesdefutbol.com/../partidos/2018_peru_dinamarca.php,Perú,Minuto87,Aquino_Pedro,Tapia_Renato
Mundial 2018,Perú,Dinamarca,https://www.losmundialesdefutbol.com/../partidos/2018_peru_dinamarca.php,Dinamarca,Minuto35,Schöne_Lasse,Kvist_William
Mundial 2018,Perú,Dinamarca,https://www.losmundialesdefutbol.com/../partidos/2018_peru_dinamarca.php,Dinamarca,Minuto67,Braithwaite_Martin,Sisto_Pione
Mundial 2018,Perú,Dinamarca,https://www.losmundialesdefutbol.com/../partidos/2018_peru_dinamarca.php,Dinamarca,Minuto81,Jørgensen_Mathias,Christensen_Andreas
Mundial 2018,Argentina,Islandia,https://www.losmundialesdefutbol.com/../partidos/2018_argentina_islandia.php,Argentina,Minuto54,Banega_Ever,Biglia_Lucas
Mundial 2018,Argentina,Islandia,https://www.losmundialesdefutbol.com/../partidos/2018_argentina_islandia.php,Argentina,Minuto75,Pavón_Cristian,Di_Angel
Mundial 2018,Argentina,Islandia,https://www.losmundialesdefutbol.com/../partidos/2018_argentina_islandia.php,Argentina,Minuto84,Higuain_Gonzalo,Meza_Maximiliano
Mundial 2018,Argentina,Islandia,https://www.losmundialesdefutbol.com/../partidos/2018_argentina_islandia.php,Islandia,Minuto63,Gíslason_Rúrik,Berg_Jóhann
Mundial 2018,Argentina,Islandia,https://www.losmundialesdefutbol.com/../partidos/2018_argentina_islandia.php,Islandia,Minuto76,Skúlason_Ari,Gunnarsson_Aron
Mundial 2018,Argentina,Islandia,https://www.losmundialesdefutbol.com/../partidos/2018_argentina_islandia.php,Islandia,Minuto89,Sigurðarson_Björn,Finnbogason_Alfred
Mundial 2018,Croacia,Nigeria,https://www.losmundialesdefutbol.com/../partidos/2018_croacia_nigeria.php,Croacia,Minuto60,Brozovic_Marcelo,Kramarić_Andrej
Mundial 2018,Croacia,Nigeria,https://www.losmundialesdefutbol.com/../partidos/2018_croacia_nigeria.php,Croacia,Minuto78,Kovacic_Mateo,Rebic_Ante
Mundial 2018,Croacia,Nigeria,https://www.losmundialesdefutbol.com/../partidos/2018_croacia_nigeria.php,Croacia,Minuto86,Pjaca_Marko,Mandzukic_Mario
Mundial 2018,Croacia,Nigeria,https://www.losmundialesdefutbol.com/../partidos/2018_croacia_nigeria.php,Nigeria,Minuto62,Musa_Ahmed,Iwobi_Alex
Mundial 2018,Croacia,Nigeria,https://www.losmundialesdefutbol.com/../partidos/2018_croacia_nigeria.php,Nigeria,Minuto72,Iheanacho_Kelechi,Ighalo_Odion
Mundial 2018,Croacia,Nigeria,https://www.losmundialesdefutbol.com/../partidos/2018_croacia_nigeria.php,Nigeria,Minuto88,Nwankwo_Simeon,Obi_John
Mundial 2018,Brasil,Suiza,https://www.losmundialesdefutbol.com/../partidos/2018_brasil_suiza.php,Brasil,Minuto60,Fernandinho,Casemiro
Mundial 2018,Brasil,Suiza,https://www.losmundialesdefutbol.com/../partidos/2018_brasil_suiza.php,Brasil,Minuto67,Augusto_Renato,Paulinho
Mundial 2018,Brasil,Suiza,https://www.losmundialesdefutbol.com/../partidos/2018_brasil_suiza.php,Brasil,Minuto79,Firmino_Roberto,Jesus_Gabriel
Mundial 2018,Brasil,Suiza,https://www.losmundialesdefutbol.com/../partidos/2018_brasil_suiza.php,Suiza,Minuto71,Zakaria_Denis,Behrami_Valon
Mundial 2018,Brasil,Suiza,https://www.losmundialesdefutbol.com/../partidos/2018_brasil_suiza.php,Suiza,Minuto80,Embolo_Breel,Seferovic_Haris
Mundial 2018,Brasil,Suiza,https://www.losmundialesdefutbol.com/../partidos/2018_brasil_suiza.php,Suiza,Minuto87,Lang_Michael,Lichtsteiner_Stephan
Mundial 2018,CostaRica,Serbia,https://www.losmundialesdefutbol.com/../partidos/2018_costa_rica_serbia.php,CostaRica,Minuto60,Bolaños_Christian,Venegas_Johan
Mundial 2018,CostaRica,Serbia,https://www.losmundialesdefutbol.com/../partidos/2018_costa_rica_serbia.php,CostaRica,Minuto66,Campbell_Joel,Ureña_Marco
Mundial 2018,CostaRica,Serbia,https://www.losmundialesdefutbol.com/../partidos/2018_costa_rica_serbia.php,CostaRica,Minuto73,Colindres_Daniel,Guzmán_David
Mundial 2018,CostaRica,Serbia,https://www.losmundialesdefutbol.com/../partidos/2018_costa_rica_serbia.php,Serbia,Minuto70,Kostić_Filip,Ljajić_Adem
Mundial 2018,CostaRica,Serbia,https://www.losmundialesdefutbol.com/../partidos/2018_costa_rica_serbia.php,Serbia,Minuto83,Rukavina_Antonio,Tadić_Dušan
Mundial 2018,CostaRica,Serbia,https://www.losmundialesdefutbol.com/../partidos/2018_costa_rica_serbia.php,Serbia,Minuto90,Prijović_Aleksandar,Mitrović_Aleksandar
Mundial 2018,Alemania,México,https://www.losmundialesdefutbol.com/../partidos/2018_alemania_mexico.php,Alemania,Minuto60,Reus_Marco,Khedira_Sami
Mundial 2018,Alemania,México,https://www.losmundialesdefutbol.com/../partidos/2018_alemania_mexico.php,Alemania,Minuto79,Gomez_Mario,Plattenhardt_Marvin
Mundial 2018,Alemania,México,https://www.losmundialesdefutbol.com/../partidos/2018_alemania_mexico.php,Alemania,Minuto86,Brandt_Julian,Werner_Timo
Mundial 2018,Alemania,México,https://www.losmundialesdefutbol.com/../partidos/2018_alemania_mexico.php,México,Minuto58,Álvarez_Edson,Vela_Carlos
Mundial 2018,Alemania,México,https://www.losmundialesdefutbol.com/../partidos/2018_alemania_mexico.php,México,Minuto66,Jiménez_Raúl,Lozano_Hirving
Mundial 2018,Alemania,México,https://www.losmundialesdefutbol.com/../partidos/2018_alemania_mexico.php,México,Minuto74,Marquez_Rafael,Guardado_Andres
Mundial 2018,Suecia,CoreadelSur,https://www.losmundialesdefutbol.com/../partidos/2018_suecia_corea_del_sur.php,Suecia,Minuto71,Hiljemark_Oscar,Ekdal_Albin
Mundial 2018,Suecia,CoreadelSur,https://www.losmundialesdefutbol.com/../partidos/2018_suecia_corea_del_sur.php,Suecia,Minuto77,Kiese_Isaac,Toivonen_Ola
Mundial 2018,Suecia,CoreadelSur,https://www.losmundialesdefutbol.com/../partidos/2018_suecia_corea_del_sur.php,Suecia,Minuto81,Svensson_Gustav,Larsson_Sebastian
Mundial 2018,Suecia,CoreadelSur,https://www.losmundialesdefutbol.com/../partidos/2018_suecia_corea_del_sur.php,CoreadelSur,Minuto28,Kim_Min-woo,Park_Joo-Ho
Mundial 2018,Suecia,CoreadelSur,https://www.losmundialesdefutbol.com/../partidos/2018_suecia_corea_del_sur.php,CoreadelSur,Minuto66,Jung_Woo-young,Kim_Shin-Wook
Mundial 2018,Suecia,CoreadelSur,https://www.losmundialesdefutbol.com/../partidos/2018_suecia_corea_del_sur.php,CoreadelSur,Minuto73,Lee_Seung-woo,Koo_Ja-Cheol
Mundial 2018,Bélgica,Panama,https://www.losmundialesdefutbol.com/../partidos/2018_belgica_panama.php,Bélgica,Minuto74,Dembélé_Mousa,Carrasco_Yannick
Mundial 2018,Bélgica,Panama,https://www.losmundialesdefutbol.com/../partidos/2018_belgica_panama.php,Bélgica,Minuto83,Hazard_Thorgan,Mertens_Dries
Mundial 2018,Bélgica,Panama,https://www.losmundialesdefutbol.com/../partidos/2018_belgica_panama.php,Bélgica,Minuto90,Chadli_Nacer,Witsel_Axel
Mundial 2018,Bélgica,Panama,https://www.losmundialesdefutbol.com/../partidos/2018_belgica_panama.php,Panama,Minuto63,Torres_Gabriel,Joel_Édgar
Mundial 2018,Bélgica,Panama,https://www.losmundialesdefutbol.com/../partidos/2018_belgica_panama.php,Panama,Minuto63,Díaz_Ismael,Luis_José
Mundial 2018,Bélgica,Panama,https://www.losmundialesdefutbol.com/../partidos/2018_belgica_panama.php,Panama,Minuto73,Tejada_Luis,Pérez_Blas
Mundial 2018,Túnez,Inglaterra,https://www.losmundialesdefutbol.com/../partidos/2018_tunez_inglaterra.php,Túnez,Minuto16,Ben_Farouk,Hassen_Mouez
Mundial 2018,Túnez,Inglaterra,https://www.losmundialesdefutbol.com/../partidos/2018_tunez_inglaterra.php,Túnez,Minuto74,Amine_Mohamed,Sliti_Naïm
Mundial 2018,Túnez,Inglaterra,https://www.losmundialesdefutbol.com/../partidos/2018_tunez_inglaterra.php,Túnez,Minuto85,Khalifa_Saber,Khazri_Wahbi
Mundial 2018,Túnez,Inglaterra,https://www.losmundialesdefutbol.com/../partidos/2018_tunez_inglaterra.php,Inglaterra,Minuto68,Rashford_Marcus,Sterling_Raheem
Mundial 2018,Túnez,Inglaterra,https://www.losmundialesdefutbol.com/../partidos/2018_tunez_inglaterra.php,Inglaterra,Minuto80,Loftus-Cheek_Ruben,Alli_Dele
Mundial 2018,Túnez,Inglaterra,https://www.losmundialesdefutbol.com/../partidos/2018_tunez_inglaterra.php,Inglaterra,Minuto90+3,Dier_Eric,Lingard_Jesse
Mundial 2018,Polonia,Senegal,https://www.losmundialesdefutbol.com/../partidos/2018_polonia_senegal.php,Polonia,Minuto46(enelentretiempo),Bednarek_Jan,Błaszczykowski_Jakub
Mundial 2018,Polonia,Senegal,https://www.losmundialesdefutbol.com/../partidos/2018_polonia_senegal.php,Polonia,Minuto73,Kownacki_Dawid,Milik_Arkadiusz
Mundial 2018,Polonia,Senegal,https://www.losmundialesdefutbol.com/../partidos/2018_polonia_senegal.php,Polonia,Minuto83,Bereszyński_Bartosz,Piszczek_Lukasz
Mundial 2018,Polonia,Senegal,https://www.losmundialesdefutbol.com/../partidos/2018_polonia_senegal.php,Senegal,Minuto62,N'Doye_Cheikh,Biram_Mame
Mundial 2018,Polonia,Senegal,https://www.losmundialesdefutbol.com/../partidos/2018_polonia_senegal.php,Senegal,Minuto75,Konaté_Moussa,Niang_M'Baye
Mundial 2018,Polonia,Senegal,https://www.losmundialesdefutbol.com/../partidos/2018_polonia_senegal.php,Senegal,Minuto87,Kouyaté_Cheikhou,N'Diaye_Alfred
Mundial 2018,Colombia,Japón,https://www.losmundialesdefutbol.com/../partidos/2018_colombia_japon.php,Colombia,Minuto31,Barrios_Wílmar,Guillermo_Juan
Mundial 2018,Colombia,Japón,https://www.losmundialesdefutbol.com/../partidos/2018_colombia_japon.php,Colombia,Minuto59,Rodríguez_James,Quintero_Juan
Mundial 2018,Colombia,Japón,https://www.losmundialesdefutbol.com/../partidos/2018_colombia_japon.php,Colombia,Minuto70,Bacca_Carlos,Izquierdo_José
Mundial 2018,Colombia,Japón,https://www.losmundialesdefutbol.com/../partidos/2018_colombia_japon.php,Japón,Minuto70,Honda_Keisuke,Kagawa_Shinji
Mundial 2018,Colombia,Japón,https://www.losmundialesdefutbol.com/../partidos/2018_colombia_japon.php,Japón,Minuto80,Yamaguchi_Hotaru,Shibasaki_Gaku
Mundial 2018,Colombia,Japón,https://www.losmundialesdefutbol.com/../partidos/2018_colombia_japon.php,Japón,Minuto85,Okazaki_Shinji,Osako_Yuya
Mundial 2018,Rusia,Egipto,https://www.losmundialesdefutbol.com/../partidos/2018_rusia_egipto.php,Rusia,Minuto74,Kuzyayev_Daler,Cheryshev_Denis
Mundial 2018,Rusia,Egipto,https://www.losmundialesdefutbol.com/../partidos/2018_rusia_egipto.php,Rusia,Minuto79,Smolov_Fyodor,Dzyuba_Artem
Mundial 2018,Rusia,Egipto,https://www.losmundialesdefutbol.com/../partidos/2018_rusia_egipto.php,Rusia,Minuto86,Kudryashov_Fyodor,Zhirkov_Yuri
Mundial 2018,Rusia,Egipto,https://www.losmundialesdefutbol.com/../partidos/2018_rusia_egipto.php,Egipto,Minuto64,Warda_Amr,Elneny_Mohamed
Mundial 2018,Rusia,Egipto,https://www.losmundialesdefutbol.com/../partidos/2018_rusia_egipto.php,Egipto,Minuto68,Sobhi_Ramadan,Trézéguet
Mundial 2018,Rusia,Egipto,https://www.losmundialesdefutbol.com/../partidos/2018_rusia_egipto.php,Egipto,Minuto82,Kahraba_Mahmoud,Mohsen_Marwan
Mundial 2018,Uruguay,ArabiaSaudita,https://www.losmundialesdefutbol.com/../partidos/2018_uruguay_arabia_saudita.php,Uruguay,Minuto59,Laxalt_Diego,Rodríguez_Cristian
Mundial 2018,Uruguay,ArabiaSaudita,https://www.losmundialesdefutbol.com/../partidos/2018_uruguay_arabia_saudita.php,Uruguay,Minuto59,Torreira_Lucas,Vecino_Matías
Mundial 2018,Uruguay,ArabiaSaudita,https://www.losmundialesdefutbol.com/../partidos/2018_uruguay_arabia_saudita.php,Uruguay,Minuto82,Nández_Nahitan,Sánchez_Carlos
Mundial 2018,Uruguay,ArabiaSaudita,https://www.losmundialesdefutbol.com/../partidos/2018_uruguay_arabia_saudita.php,ArabiaSaudita,Minuto44,Al-Mogahwi_Housain,Al-Jassim_Taisir
Mundial 2018,Uruguay,ArabiaSaudita,https://www.losmundialesdefutbol.com/../partidos/2018_uruguay_arabia_saudita.php,ArabiaSaudita,Minuto75,Kanno_Mohamed,Bahebri_Hattan
Mundial 2018,Uruguay,ArabiaSaudita,https://www.losmundialesdefutbol.com/../partidos/2018_uruguay_arabia_saudita.php,ArabiaSaudita,Minuto78,Al-Sahlawi_Mohammad,Al-Muwallad_Fahad
Mundial 2018,Portugal,Marruecos,https://www.losmundialesdefutbol.com/../partidos/2018_portugal_marruecos.php,Portugal,Minuto59,Martins_Gelson,Silva_Bernardo
Mundial 2018,Portugal,Marruecos,https://www.losmundialesdefutbol.com/../partidos/2018_portugal_marruecos.php,Portugal,Minuto70,Fernandes_Bruno,Mário_João
Mundial 2018,Portugal,Marruecos,https://www.losmundialesdefutbol.com/../partidos/2018_portugal_marruecos.php,Portugal,Minuto89,Silva_Adrien,Moutinho_João
Mundial 2018,Portugal,Marruecos,https://www.losmundialesdefutbol.com/../partidos/2018_portugal_marruecos.php,Marruecos,Minuto70,El_Ayoub,Boutaïb_Khalid
Mundial 2018,Portugal,Marruecos,https://www.losmundialesdefutbol.com/../partidos/2018_portugal_marruecos.php,Marruecos,Minuto75,Carcela-González_Mehdi,Belhanda_Younès
Mundial 2018,Portugal,Marruecos,https://www.losmundialesdefutbol.com/../partidos/2018_portugal_marruecos.php,Marruecos,Minuto86,Fajr_Fayçal,El_Karim
Mundial 2018,Irán,España,https://www.losmundialesdefutbol.com/../partidos/2018_iran_espana.php,Irán,Minuto69,Mohammadi_Milad,Hajsafi_Ehsan
Mundial 2018,Irán,España,https://www.losmundialesdefutbol.com/../partidos/2018_iran_espana.php,Irán,Minuto74,Jahanbakhsh_Alireza,Ansarifard_Karim
Mundial 2018,Irán,España,https://www.losmundialesdefutbol.com/../partidos/2018_iran_espana.php,Irán,Minuto86,Ghoddos_Saman,Amiri_Vahid
Mundial 2018,Irán,España,https://www.losmundialesdefutbol.com/../partidos/2018_iran_espana.php,España,Minuto71,Koke,Iniesta_Andrés
Mundial 2018,Irán,España,https://www.losmundialesdefutbol.com/../partidos/2018_iran_espana.php,España,Minuto79,Asensio_Marco,Vázquez_Lucas
Mundial 2018,Irán,España,https://www.losmundialesdefutbol.com/../partidos/2018_iran_espana.php,España,Minuto89,Moreno_Rodrigo,Costa_Diego
Mundial 2018,Francia,Perú,https://www.losmundialesdefutbol.com/../partidos/2018_francia_peru.php,Francia,Minuto75,Dembélé_Ousmane,Mbappé_Kylian
Mundial 2018,Francia,Perú,https://www.losmundialesdefutbol.com/../partidos/2018_francia_peru.php,Francia,Minuto80,Fekir_Nabil,Griezmann_Antoine
Mundial 2018,Francia,Perú,https://www.losmundialesdefutbol.com/../partidos/2018_francia_peru.php,Francia,Minuto89,Nzonzi_Steven,Pogba_Paul
Mundial 2018,Francia,Perú,https://www.losmundialesdefutbol.com/../partidos/2018_francia_peru.php,Perú,Minuto46(enelentretiempo),Farfán_Jefferson,Rodríguez_Alberto
Mundial 2018,Francia,Perú,https://www.losmundialesdefutbol.com/../partidos/2018_francia_peru.php,Perú,Minuto46(enelentretiempo),Santamaría_Anderson,Yotún_Yoshimar
Mundial 2018,Francia,Perú,https://www.losmundialesdefutbol.com/../partidos/2018_francia_peru.php,Perú,Minuto82,Ruidíaz_Raúl,Cueva_Christian
Mundial 2018,Dinamarca,Australia,https://www.losmundialesdefutbol.com/../partidos/2018_dinamarca_australia.php,Dinamarca,Minuto59,Braithwaite_Martin,Poulsen_Yussuf
Mundial 2018,Dinamarca,Australia,https://www.losmundialesdefutbol.com/../partidos/2018_dinamarca_australia.php,Dinamarca,Minuto68,Cornelius_Andreas,Jørgensen_Nicolai
Mundial 2018,Dinamarca,Australia,https://www.losmundialesdefutbol.com/../partidos/2018_dinamarca_australia.php,Australia,Minuto68,Arzani_Daniel,Kruse_Robbie
Mundial 2018,Dinamarca,Australia,https://www.losmundialesdefutbol.com/../partidos/2018_dinamarca_australia.php,Australia,Minuto75,Juric_Tomi,Nabbout_Andrew
Mundial 2018,Dinamarca,Australia,https://www.losmundialesdefutbol.com/../partidos/2018_dinamarca_australia.php,Australia,Minuto82,Irvine_Jackson,Rogic_Tom
Mundial 2018,Argentina,Croacia,https://www.losmundialesdefutbol.com/../partidos/2018_argentina_croacia.php,Argentina,Minuto54,Higuain_Gonzalo,Agüero_Sergio
Mundial 2018,Argentina,Croacia,https://www.losmundialesdefutbol.com/../partidos/2018_argentina_croacia.php,Argentina,Minuto56,Pavón_Cristian,Salvio_Eduardo
Mundial 2018,Argentina,Croacia,https://www.losmundialesdefutbol.com/../partidos/2018_argentina_croacia.php,Argentina,Minuto68,Dybala_Paulo,Pérez_Enzo
Mundial 2018,Argentina,Croacia,https://www.losmundialesdefutbol.com/../partidos/2018_argentina_croacia.php,Croacia,Minuto57,Kramarić_Andrej,Rebic_Ante
Mundial 2018,Argentina,Croacia,https://www.losmundialesdefutbol.com/../partidos/2018_argentina_croacia.php,Croacia,Minuto82,Kovacic_Mateo,Perisic_Ivan
Mundial 2018,Argentina,Croacia,https://www.losmundialesdefutbol.com/../partidos/2018_argentina_croacia.php,Croacia,Minuto90+3,Corluka_Vedran,Mandzukic_Mario
Mundial 2018,Nigeria,Islandia,https://www.losmundialesdefutbol.com/../partidos/2018_nigeria_islandia.php,Nigeria,Minuto46(enelentretiempo),Ebuehi_Tyronne,Idowu_Brian
Mundial 2018,Nigeria,Islandia,https://www.losmundialesdefutbol.com/../partidos/2018_nigeria_islandia.php,Nigeria,Minuto85,Ighalo_Odion,Iheanacho_Kelechi
Mundial 2018,Nigeria,Islandia,https://www.losmundialesdefutbol.com/../partidos/2018_nigeria_islandia.php,Nigeria,Minuto90,Iwobi_Alex,Etebo_Oghenekaro
Mundial 2018,Nigeria,Islandia,https://www.losmundialesdefutbol.com/../partidos/2018_nigeria_islandia.php,Islandia,Minuto65,Ingi_Sverrir,Sigurdsson_Ragnar
Mundial 2018,Nigeria,Islandia,https://www.losmundialesdefutbol.com/../partidos/2018_nigeria_islandia.php,Islandia,Minuto71,Sigurðarson_Björn,Dadi_Jón
Mundial 2018,Nigeria,Islandia,https://www.losmundialesdefutbol.com/../partidos/2018_nigeria_islandia.php,Islandia,Minuto87,Skúlason_Ari,Gunnarsson_Aron
Mundial 2018,Brasil,CostaRica,https://www.losmundialesdefutbol.com/../partidos/2018_brasil_costa_rica.php,Brasil,Minuto46(enelentretiempo),Costa_Douglas,Willian
Mundial 2018,Brasil,CostaRica,https://www.losmundialesdefutbol.com/../partidos/2018_brasil_costa_rica.php,Brasil,Minuto68,Firmino_Roberto,Paulinho
Mundial 2018,Brasil,CostaRica,https://www.losmundialesdefutbol.com/../partidos/2018_brasil_costa_rica.php,Brasil,Minuto90+3,Fernandinho,Jesus_Gabriel
Mundial 2018,Brasil,CostaRica,https://www.losmundialesdefutbol.com/../partidos/2018_brasil_costa_rica.php,CostaRica,Minuto54,Bolaños_Christian,Ureña_Marco
Mundial 2018,Brasil,CostaRica,https://www.losmundialesdefutbol.com/../partidos/2018_brasil_costa_rica.php,CostaRica,Minuto75,Calvo_Francisco,Gamboa_Cristian
Mundial 2018,Brasil,CostaRica,https://www.losmundialesdefutbol.com/../partidos/2018_brasil_costa_rica.php,CostaRica,Minuto83,Tejeda_Yeltsin,Guzmán_David
Mundial 2018,Serbia,Suiza,https://www.losmundialesdefutbol.com/../partidos/2018_serbia_suiza.php,Serbia,Minuto64,Ljajić_Adem,Kostić_Filip
Mundial 2018,Serbia,Suiza,https://www.losmundialesdefutbol.com/../partidos/2018_serbia_suiza.php,Serbia,Minuto81,Radonjić_Nemanja,Milivojević_Luka
Mundial 2018,Serbia,Suiza,https://www.losmundialesdefutbol.com/../partidos/2018_serbia_suiza.php,Suiza,Minuto46(enelentretiempo),Gavranovic_Mario,Seferovic_Haris
Mundial 2018,Serbia,Suiza,https://www.losmundialesdefutbol.com/../partidos/2018_serbia_suiza.php,Suiza,Minuto73,Embolo_Breel,Dzemaili_Blerim
Mundial 2018,Serbia,Suiza,https://www.losmundialesdefutbol.com/../partidos/2018_serbia_suiza.php,Suiza,Minuto90+4,Drmic_Josip,Zuber_Steven
Mundial 2018,Alemania,Suecia,https://www.losmundialesdefutbol.com/../partidos/2018_alemania_suecia.php,Alemania,Minuto31,Gündogan_Ilkay,Rudy_Sebastian
Mundial 2018,Alemania,Suecia,https://www.losmundialesdefutbol.com/../partidos/2018_alemania_suecia.php,Alemania,Minuto46(enelentretiempo),Gomez_Mario,Draxler_Julian
Mundial 2018,Alemania,Suecia,https://www.losmundialesdefutbol.com/../partidos/2018_alemania_suecia.php,Alemania,Minuto87,Brandt_Julian,Hector_Jonas
Mundial 2018,Alemania,Suecia,https://www.losmundialesdefutbol.com/../partidos/2018_alemania_suecia.php,Suecia,Minuto74,Durmaz_Jimmy,Claesson_Viktor
Mundial 2018,Alemania,Suecia,https://www.losmundialesdefutbol.com/../partidos/2018_alemania_suecia.php,Suecia,Minuto78,Guidetti_John,Toivonen_Ola
Mundial 2018,Alemania,Suecia,https://www.losmundialesdefutbol.com/../partidos/2018_alemania_suecia.php,Suecia,Minuto90,Kiese_Isaac,Berg_Marcus
Mundial 2018,CoreadelSur,México,https://www.losmundialesdefutbol.com/../partidos/2018_corea_del_sur_mexico.php,CoreadelSur,Minuto64,Lee_Seung-woo,Ju_Se-jong
